user,item,rating
040bc1cd485040e5b9480a8e44e6acff,science,1
040bc1cd485040e5b9480a8e44e6acff,career-counseling,1
040bc1cd485040e5b9480a8e44e6acff,healthcare,1
042b1748b4244624bbea66d52a354ce5,business,1
042b1748b4244624bbea66d52a354ce5,accounting,2
042b1748b4244624bbea66d52a354ce5,biology,3
042b1748b4244624bbea66d52a354ce5,technology,1
042b1748b4244624bbea66d52a354ce5,engineering,1
0433ce9ff0e84a6ebd68cf22bf1b9e6b,teaching,6
0433ce9ff0e84a6ebd68cf22bf1b9e6b,teacher,6
0433ce9ff0e84a6ebd68cf22bf1b9e6b,college,1
0433ce9ff0e84a6ebd68cf22bf1b9e6b,career,1
0495f754272c49b9b014f171b950ab77,career-counseling,1
0495f754272c49b9b014f171b950ab77,career,1
0495f754272c49b9b014f171b950ab77,education,1
0495f754272c49b9b014f171b950ab77,business,1
04dcf0c6d9944791b3e268b58efef6a9,medicine,1
04dcf0c6d9944791b3e268b58efef6a9,healthcare,1
04dcf0c6d9944791b3e268b58efef6a9,hospital-and-health-care,1
04dcf0c6d9944791b3e268b58efef6a9,education,5
04eb8f1fb7af429a8421a82a17848894,college,6
04eb8f1fb7af429a8421a82a17848894,medical,1
04eb8f1fb7af429a8421a82a17848894,scholarships,1
04eb8f1fb7af429a8421a82a17848894,college-major,1
050158571ce04b73a96ac8fa4ae22ff7,doctor,6
050158571ce04b73a96ac8fa4ae22ff7,medical,6
050158571ce04b73a96ac8fa4ae22ff7,teacher,6
050158571ce04b73a96ac8fa4ae22ff7,medicine,6
053bbdecabda4776b38a9cf86c3d2f43,doctor,6
053bbdecabda4776b38a9cf86c3d2f43,healthcare,1
053bbdecabda4776b38a9cf86c3d2f43,medical,6
053bbdecabda4776b38a9cf86c3d2f43,hospital-and-health-care,1
0557821554754bbc9ea4330ed84acd1f,computer-software,2
0557821554754bbc9ea4330ed84acd1f,engineer,1
0557821554754bbc9ea4330ed84acd1f,computer,1
0557821554754bbc9ea4330ed84acd1f,computer-science,1
0592d87c8e8a4f7b9766858b7adba0f7,science,2
0592d87c8e8a4f7b9766858b7adba0f7,engineering,2
0592d87c8e8a4f7b9766858b7adba0f7,business,1
0592d87c8e8a4f7b9766858b7adba0f7,computer-software,1
05fcb7bb2da449b9a855b23c117a4a62,engineer,1
05fcb7bb2da449b9a855b23c117a4a62,science,1
05fcb7bb2da449b9a855b23c117a4a62,college,1
05fcb7bb2da449b9a855b23c117a4a62,biology,6
05fcb7bb2da449b9a855b23c117a4a62,career,4
05fcb7bb2da449b9a855b23c117a4a62,research,1
05fcb7bb2da449b9a855b23c117a4a62,doctor,1
05fcb7bb2da449b9a855b23c117a4a62,engineering,1
05fcb7bb2da449b9a855b23c117a4a62,college-major,5
06651e43601641e2a6640a87e11ba722,college,1
06651e43601641e2a6640a87e11ba722,college-advice,1
06651e43601641e2a6640a87e11ba722,career,1
06651e43601641e2a6640a87e11ba722,art,1
067967157a13422a9787934dadbaeeb0,business,1
067967157a13422a9787934dadbaeeb0,science,1
067967157a13422a9787934dadbaeeb0,college-major,1
067967157a13422a9787934dadbaeeb0,medicine,1
06871c999c154cd994fbfdc3e245bdf1,psychology,6
06871c999c154cd994fbfdc3e245bdf1,business,6
06871c999c154cd994fbfdc3e245bdf1,teacher,6
06871c999c154cd994fbfdc3e245bdf1,doctor,6
0687c8842a654f1baedce198596f04f2,engineering,5
0687c8842a654f1baedce198596f04f2,art,5
0687c8842a654f1baedce198596f04f2,psychology,5
0687c8842a654f1baedce198596f04f2,technology,5
0687c8842a654f1baedce198596f04f2,teacher,10
0687c8842a654f1baedce198596f04f2,higher-education,5
0687c8842a654f1baedce198596f04f2,accounting,5
0687c8842a654f1baedce198596f04f2,medical,3
0687c8842a654f1baedce198596f04f2,finance,1
0687c8842a654f1baedce198596f04f2,college-major,5
0687c8842a654f1baedce198596f04f2,scholarships,2
0687c8842a654f1baedce198596f04f2,science,5
0687c8842a654f1baedce198596f04f2,medicine,10
0687c8842a654f1baedce198596f04f2,sales,5
0687c8842a654f1baedce198596f04f2,doctor,5
0687c8842a654f1baedce198596f04f2,career,10
0687c8842a654f1baedce198596f04f2,career-choice,10
0687c8842a654f1baedce198596f04f2,marketing,5
0687c8842a654f1baedce198596f04f2,business,5
0687c8842a654f1baedce198596f04f2,education,10
0687c8842a654f1baedce198596f04f2,college-advice,5
0687c8842a654f1baedce198596f04f2,college,5
0687c8842a654f1baedce198596f04f2,teaching,10
0687c8842a654f1baedce198596f04f2,internships,9
0687c8842a654f1baedce198596f04f2,biology,5
0687c8842a654f1baedce198596f04f2,nursing,10
0687c8842a654f1baedce198596f04f2,education-management,4
0687c8842a654f1baedce198596f04f2,career-counseling,10
0687c8842a654f1baedce198596f04f2,computer,5
0687c8842a654f1baedce198596f04f2,music,5
0687c8842a654f1baedce198596f04f2,computer-science,5
0690f54244414964aaff95736cd66162,engineering,1
0690f54244414964aaff95736cd66162,biology,1
0690f54244414964aaff95736cd66162,career,1
0690f54244414964aaff95736cd66162,college,2
0690f54244414964aaff95736cd66162,engineer,1
0690f54244414964aaff95736cd66162,business,2
06ad119830054f12a8e49898dcc6e495,marketing,1
06ad119830054f12a8e49898dcc6e495,business,4
06ad119830054f12a8e49898dcc6e495,management,1
06ad119830054f12a8e49898dcc6e495,college,1
06ad119830054f12a8e49898dcc6e495,project-management,1
06bb37fee5bb4f918c6002df25710201,medicine,2
06bb37fee5bb4f918c6002df25710201,teaching,1
06bb37fee5bb4f918c6002df25710201,doctor,1
06bb37fee5bb4f918c6002df25710201,psychology,1
070c449c19da443ca2b9c0df5207dab7,college,2
070c449c19da443ca2b9c0df5207dab7,science,1
070c449c19da443ca2b9c0df5207dab7,technology,1
070c449c19da443ca2b9c0df5207dab7,career,1
070c449c19da443ca2b9c0df5207dab7,human-resources,1
070c449c19da443ca2b9c0df5207dab7,nursing,1
070c449c19da443ca2b9c0df5207dab7,business,2
07507035d45749f19ea2d42cc15dde33,teaching,1
07507035d45749f19ea2d42cc15dde33,career-counseling,1
07507035d45749f19ea2d42cc15dde33,teacher,1
07507035d45749f19ea2d42cc15dde33,career,1
07507035d45749f19ea2d42cc15dde33,college,1
078bca9183874d669fcc085afda30e99,medical,1
078bca9183874d669fcc085afda30e99,medicine,1
078bca9183874d669fcc085afda30e99,hospital-and-health-care,2
078bca9183874d669fcc085afda30e99,nursing,7
07a7f4cf95cb49a8818ec1deb8295e47,education,2
07a7f4cf95cb49a8818ec1deb8295e47,college,2
07a7f4cf95cb49a8818ec1deb8295e47,college-major,1
07a7f4cf95cb49a8818ec1deb8295e47,teacher,1
07ae28dac63b42ef8cac631a9b0140a5,business,5
07ae28dac63b42ef8cac631a9b0140a5,law,1
07ae28dac63b42ef8cac631a9b0140a5,college,3
07ae28dac63b42ef8cac631a9b0140a5,finance,1
07cc4fd3ba0142aeaf86df9ce8f2d15d,teaching,1
07cc4fd3ba0142aeaf86df9ce8f2d15d,teacher,6
07cc4fd3ba0142aeaf86df9ce8f2d15d,computer-science,6
07cc4fd3ba0142aeaf86df9ce8f2d15d,engineering,1
07cc4fd3ba0142aeaf86df9ce8f2d15d,engineer,6
08651f7469fc429692f11917db989e4b,hospital-and-health-care,1
08651f7469fc429692f11917db989e4b,medicine,1
08651f7469fc429692f11917db989e4b,healthcare,2
08651f7469fc429692f11917db989e4b,sports,1
08651f7469fc429692f11917db989e4b,career,1
08651f7469fc429692f11917db989e4b,college,2
08651f7469fc429692f11917db989e4b,career-counseling,1
0875db37e746436ca2d221eb0f7fb258,management,3
0875db37e746436ca2d221eb0f7fb258,healthcare,3
0875db37e746436ca2d221eb0f7fb258,scholarships,1
0875db37e746436ca2d221eb0f7fb258,college,1
087c854036034787aa835fa931730b9e,medicine,1
087c854036034787aa835fa931730b9e,college-major,6
087c854036034787aa835fa931730b9e,hospital-and-health-care,1
087c854036034787aa835fa931730b9e,healthcare,1
089b0433580f45069d13573d611743e1,medicine,1
089b0433580f45069d13573d611743e1,nursing,1
089b0433580f45069d13573d611743e1,doctor,2
089b0433580f45069d13573d611743e1,science,1
089b0433580f45069d13573d611743e1,hospital-and-health-care,1
08adaa135fcc41e1bcc1b2dd086712b5,medicine,1
08adaa135fcc41e1bcc1b2dd086712b5,business,2
08adaa135fcc41e1bcc1b2dd086712b5,computer-software,1
08adaa135fcc41e1bcc1b2dd086712b5,engineering,2
08b9f0c9c1f5499fab583d993df2c662,technology,5
08b9f0c9c1f5499fab583d993df2c662,biology,5
08b9f0c9c1f5499fab583d993df2c662,science,5
08b9f0c9c1f5499fab583d993df2c662,tech,5
08c29092d6ea46dba3aa00ffb20f6158,college,1
08c29092d6ea46dba3aa00ffb20f6158,education,1
08c29092d6ea46dba3aa00ffb20f6158,career,1
08c29092d6ea46dba3aa00ffb20f6158,career-counseling,1
091988bf9cc34f80a24e540ec365e5fb,programming,1
091988bf9cc34f80a24e540ec365e5fb,computer,1
091988bf9cc34f80a24e540ec365e5fb,technology,1
091988bf9cc34f80a24e540ec365e5fb,engineer,1
091bf665cf2d4c0fac3ff32a790d21be,college,1
091bf665cf2d4c0fac3ff32a790d21be,computer,1
091bf665cf2d4c0fac3ff32a790d21be,computer-science,1
091bf665cf2d4c0fac3ff32a790d21be,research,1
0935bc7cbb944d0bbec97fb03c601875,psychology,1
0935bc7cbb944d0bbec97fb03c601875,career,1
0935bc7cbb944d0bbec97fb03c601875,hospital-and-health-care,1
0935bc7cbb944d0bbec97fb03c601875,college,2
0935bc7cbb944d0bbec97fb03c601875,science,1
0935bc7cbb944d0bbec97fb03c601875,medical,1
0935bc7cbb944d0bbec97fb03c601875,healthcare,1
094c9392fa8640f0b4b810dc34a5d7e9,art,2
094c9392fa8640f0b4b810dc34a5d7e9,design,1
094c9392fa8640f0b4b810dc34a5d7e9,technology,1
094c9392fa8640f0b4b810dc34a5d7e9,career,1
094c9392fa8640f0b4b810dc34a5d7e9,college,2
0958c492b3344aa2acc3b0b5412a926b,medicine,1
0958c492b3344aa2acc3b0b5412a926b,healthcare,1
0958c492b3344aa2acc3b0b5412a926b,hospital-and-health-care,1
0958c492b3344aa2acc3b0b5412a926b,biology,1
0970d7dfa493477489850fe4ab94320c,computer-software,6
0970d7dfa493477489850fe4ab94320c,programming,6
0970d7dfa493477489850fe4ab94320c,college,1
0970d7dfa493477489850fe4ab94320c,college-major,1
0970d7dfa493477489850fe4ab94320c,business,7
0970d7dfa493477489850fe4ab94320c,education,6
0970d7dfa493477489850fe4ab94320c,higher-education,7
099c372a00214cf796aa7c508705235e,computer-science,1
099c372a00214cf796aa7c508705235e,college,2
099c372a00214cf796aa7c508705235e,career-counseling,1
099c372a00214cf796aa7c508705235e,career,1
099c372a00214cf796aa7c508705235e,computer-software,1
09b880cb1a0c45ecbdc262aec63ea922,college,1
09b880cb1a0c45ecbdc262aec63ea922,doctor,1
09b880cb1a0c45ecbdc262aec63ea922,engineer,1
09b880cb1a0c45ecbdc262aec63ea922,engineering,1
0a00c326c9644c7d9a44c1ac360eec4a,doctor,1
0a00c326c9644c7d9a44c1ac360eec4a,medicine,1
0a00c326c9644c7d9a44c1ac360eec4a,higher-education,1
0a00c326c9644c7d9a44c1ac360eec4a,career-choice,1
0a00c326c9644c7d9a44c1ac360eec4a,sports,1
0a05fcfc361141df92c1606bdfeabd0a,medicine,1
0a05fcfc361141df92c1606bdfeabd0a,nursing,1
0a05fcfc361141df92c1606bdfeabd0a,medical,1
0a05fcfc361141df92c1606bdfeabd0a,healthcare,1
0a39199c3d354309add4bbacca6f4b26,computer-science,6
0a39199c3d354309add4bbacca6f4b26,human-resources,1
0a39199c3d354309add4bbacca6f4b26,psychology,6
0a39199c3d354309add4bbacca6f4b26,medicine,7
0a39199c3d354309add4bbacca6f4b26,college-major,7
0a443096354d4e16bf6a09a95ff787d7,healthcare,2
0a443096354d4e16bf6a09a95ff787d7,medicine,2
0a443096354d4e16bf6a09a95ff787d7,higher-education,1
0a443096354d4e16bf6a09a95ff787d7,nursing,1
0a49a80de472412988aac14f93b06374,college,5
0a49a80de472412988aac14f93b06374,business,5
0a49a80de472412988aac14f93b06374,college-major,5
0a49a80de472412988aac14f93b06374,career,5
0a49a80de472412988aac14f93b06374,medicine,4
0a49a80de472412988aac14f93b06374,computer-science,1
0a49a80de472412988aac14f93b06374,marketing,4
0a49a80de472412988aac14f93b06374,healthcare,1
0a49a80de472412988aac14f93b06374,accounting,1
0a49a80de472412988aac14f93b06374,law,5
0a49a80de472412988aac14f93b06374,doctor,3
0a49a80de472412988aac14f93b06374,internships,1
0a49a80de472412988aac14f93b06374,medical,5
0a49a80de472412988aac14f93b06374,higher-education,1
0a49a80de472412988aac14f93b06374,biology,2
0a49a80de472412988aac14f93b06374,finance,5
0a4b47a168174d14b779d3cf3aa3233c,career,1
0a4b47a168174d14b779d3cf3aa3233c,teacher,1
0a4b47a168174d14b779d3cf3aa3233c,career-counseling,1
0a4b47a168174d14b779d3cf3aa3233c,science,1
0a4b47a168174d14b779d3cf3aa3233c,biology,1
0a9d61e459c643f580e0d48f0ce72cfa,teacher,1
0a9d61e459c643f580e0d48f0ce72cfa,career,1
0a9d61e459c643f580e0d48f0ce72cfa,career-counseling,1
0a9d61e459c643f580e0d48f0ce72cfa,teaching,1
0ae3b03c96e240acbfae74404c9c2077,technology,5
0ae3b03c96e240acbfae74404c9c2077,biology,5
0ae3b03c96e240acbfae74404c9c2077,science,5
0ae3b03c96e240acbfae74404c9c2077,tech,5
0b16d633a7034ef8b1a282b76f8b4ec8,teacher,1
0b16d633a7034ef8b1a282b76f8b4ec8,education,1
0b16d633a7034ef8b1a282b76f8b4ec8,college,1
0b16d633a7034ef8b1a282b76f8b4ec8,teaching,1
0b60a1f26b9a4790920ccea1b752e50c,psychology,1
0b60a1f26b9a4790920ccea1b752e50c,music,1
0b60a1f26b9a4790920ccea1b752e50c,college,1
0b60a1f26b9a4790920ccea1b752e50c,career,1
0b90995e1b284f439674921df833a4dd,medical,1
0b90995e1b284f439674921df833a4dd,research,1
0b90995e1b284f439674921df833a4dd,medicine,2
0b90995e1b284f439674921df833a4dd,healthcare,1
0b90995e1b284f439674921df833a4dd,science,1
0bcc8ae6a54e45dcb577183118c827aa,doctor,2
0bcc8ae6a54e45dcb577183118c827aa,biology,1
0bcc8ae6a54e45dcb577183118c827aa,hospital-and-health-care,1
0bcc8ae6a54e45dcb577183118c827aa,healthcare,2
0bcc8ae6a54e45dcb577183118c827aa,college,1
0bcc8ae6a54e45dcb577183118c827aa,medicine,1
0bcc8ae6a54e45dcb577183118c827aa,science,1
0c111d72f5cd4a229e5f70fab821e90a,college,1
0c111d72f5cd4a229e5f70fab821e90a,technology,1
0c111d72f5cd4a229e5f70fab821e90a,career,1
0c111d72f5cd4a229e5f70fab821e90a,medicine,1
0c37f758f21b4864afdd004fd8884fb3,technology,1
0c37f758f21b4864afdd004fd8884fb3,career,1
0c37f758f21b4864afdd004fd8884fb3,financial-services,1
0c37f758f21b4864afdd004fd8884fb3,college-advice,1
0c37f758f21b4864afdd004fd8884fb3,college,1
0c37f758f21b4864afdd004fd8884fb3,information-technology,1
0c3b0b281d0e499c96ae642c8338c567,healthcare,1
0c3b0b281d0e499c96ae642c8338c567,career,1
0c3b0b281d0e499c96ae642c8338c567,psychology,1
0c3b0b281d0e499c96ae642c8338c567,college,1
0c3b0b281d0e499c96ae642c8338c567,medical,2
0c3b0b281d0e499c96ae642c8338c567,biology,1
0c697028986c42ccb06d56700f5412d4,healthcare,1
0c697028986c42ccb06d56700f5412d4,medicine,2
0c697028986c42ccb06d56700f5412d4,college,1
0c697028986c42ccb06d56700f5412d4,technology,1
0c697028986c42ccb06d56700f5412d4,doctor,1
0c7661379762468c9353b228c1065fde,college,9
0c7661379762468c9353b228c1065fde,scholarships,1
0c7661379762468c9353b228c1065fde,accounting,1
0c7661379762468c9353b228c1065fde,business,2
0cd377b920254849bfdfd2073dd8f524,engineering,7
0cd377b920254849bfdfd2073dd8f524,college-major,1
0cd377b920254849bfdfd2073dd8f524,engineer,6
0cd377b920254849bfdfd2073dd8f524,internships,6
0d19121912074e7487eca028c9c24037,information-technology,1
0d19121912074e7487eca028c9c24037,technology,3
0d19121912074e7487eca028c9c24037,engineer,1
0d19121912074e7487eca028c9c24037,computer-software,2
0d19121912074e7487eca028c9c24037,computer,1
0d19121912074e7487eca028c9c24037,engineering,2
0d19121912074e7487eca028c9c24037,career,1
0d19121912074e7487eca028c9c24037,programming,3
0d19121912074e7487eca028c9c24037,college,1
0d459058e7924332a623f39cfe37dad8,career,9
0d459058e7924332a623f39cfe37dad8,college-major,8
0d459058e7924332a623f39cfe37dad8,career-counseling,10
0d459058e7924332a623f39cfe37dad8,finance,6
0d459058e7924332a623f39cfe37dad8,accounting,10
0d459058e7924332a623f39cfe37dad8,college,9
0d459058e7924332a623f39cfe37dad8,career-choice,8
0d459058e7924332a623f39cfe37dad8,internships,8
0d459058e7924332a623f39cfe37dad8,college-advice,7
0d459058e7924332a623f39cfe37dad8,science,1
0d459058e7924332a623f39cfe37dad8,leadership,1
0d5be8789cd2469688008514a88e42f4,business,1
0d5be8789cd2469688008514a88e42f4,human-resources,2
0d5be8789cd2469688008514a88e42f4,career,1
0d5be8789cd2469688008514a88e42f4,healthcare,1
0d5e7c32e8b04f7799a59e08f1c841a1,medicine,1
0d5e7c32e8b04f7799a59e08f1c841a1,hospital-and-health-care,1
0d5e7c32e8b04f7799a59e08f1c841a1,healthcare,1
0d5e7c32e8b04f7799a59e08f1c841a1,career,1
0d5e7c32e8b04f7799a59e08f1c841a1,higher-education,1
0d5e7c32e8b04f7799a59e08f1c841a1,education,1
0d5e7c32e8b04f7799a59e08f1c841a1,college,2
0db6bfa845f549fc86920bafbf6c52f5,career-counseling,1
0db6bfa845f549fc86920bafbf6c52f5,career,1
0db6bfa845f549fc86920bafbf6c52f5,college,1
0db6bfa845f549fc86920bafbf6c52f5,business,1
0e6a830fe28345feaf402d6f1dc20907,science,1
0e6a830fe28345feaf402d6f1dc20907,medical,1
0e6a830fe28345feaf402d6f1dc20907,biology,1
0e6a830fe28345feaf402d6f1dc20907,computer-science,1
0e6a830fe28345feaf402d6f1dc20907,research,1
0e6a830fe28345feaf402d6f1dc20907,engineer,1
0e6a830fe28345feaf402d6f1dc20907,computer,1
0e9dd1ca27284ddb8fa58ddc5b582b15,college-major,1
0e9dd1ca27284ddb8fa58ddc5b582b15,college-advice,1
0e9dd1ca27284ddb8fa58ddc5b582b15,college,5
0e9dd1ca27284ddb8fa58ddc5b582b15,science,1
0e9dd1ca27284ddb8fa58ddc5b582b15,medicine,1
0e9dd1ca27284ddb8fa58ddc5b582b15,research,1
0e9dd1ca27284ddb8fa58ddc5b582b15,medical,1
0e9dd1ca27284ddb8fa58ddc5b582b15,biology,1
0eb2978022084d7883955b52a2c777d6,career,1
0eb2978022084d7883955b52a2c777d6,management,1
0eb2978022084d7883955b52a2c777d6,nursing,2
0eb2978022084d7883955b52a2c777d6,college,1
0eb2978022084d7883955b52a2c777d6,career-choice,1
0eefd053f1a34cf3a6bb8e7180c19ae3,career-counseling,9
0eefd053f1a34cf3a6bb8e7180c19ae3,technology,9
0eefd053f1a34cf3a6bb8e7180c19ae3,education,6
0eefd053f1a34cf3a6bb8e7180c19ae3,career,6
0eefd053f1a34cf3a6bb8e7180c19ae3,college,6
0f22cf46f06846579f034363c5797466,sports,1
0f22cf46f06846579f034363c5797466,career,6
0f22cf46f06846579f034363c5797466,financial-services,5
0f22cf46f06846579f034363c5797466,medicine,1
0f22cf46f06846579f034363c5797466,scholarships,5
0f33d64f36624fb99c6d3e529171900f,nursing,1
0f33d64f36624fb99c6d3e529171900f,medical,1
0f33d64f36624fb99c6d3e529171900f,hospital-and-health-care,1
0f33d64f36624fb99c6d3e529171900f,healthcare,1
0f5ccd8b2e5f46d58084dabfb02426ee,medicine,2
0f5ccd8b2e5f46d58084dabfb02426ee,human-resources,1
0f5ccd8b2e5f46d58084dabfb02426ee,career,5
0f5ccd8b2e5f46d58084dabfb02426ee,technology,1
0f5ccd8b2e5f46d58084dabfb02426ee,biology,2
0f5ccd8b2e5f46d58084dabfb02426ee,information-technology,1
0f5ccd8b2e5f46d58084dabfb02426ee,college-major,5
0f5ccd8b2e5f46d58084dabfb02426ee,college-advice,1
0f5ccd8b2e5f46d58084dabfb02426ee,higher-education,1
0f5ccd8b2e5f46d58084dabfb02426ee,scholarships,6
0f5ccd8b2e5f46d58084dabfb02426ee,internships,3
0f5ccd8b2e5f46d58084dabfb02426ee,psychology,10
0f5ccd8b2e5f46d58084dabfb02426ee,career-choice,3
0f5ccd8b2e5f46d58084dabfb02426ee,education,1
0f5ccd8b2e5f46d58084dabfb02426ee,tech,1
0f5ccd8b2e5f46d58084dabfb02426ee,college,10
0f5ccd8b2e5f46d58084dabfb02426ee,career-counseling,1
0f7ab7d259b5460ba7aae94caf700eda,medical,6
0f7ab7d259b5460ba7aae94caf700eda,doctor,1
0f7ab7d259b5460ba7aae94caf700eda,healthcare,1
0f7ab7d259b5460ba7aae94caf700eda,sports,1
0fa0bd20695b4467b0732e1ac7dec427,college,1
0fa0bd20695b4467b0732e1ac7dec427,medical,1
0fa0bd20695b4467b0732e1ac7dec427,doctor,1
0fa0bd20695b4467b0732e1ac7dec427,hospital-and-health-care,1
1011ab3f46fd4c7d917fef177f5d1252,college,2
1011ab3f46fd4c7d917fef177f5d1252,college-advice,1
1011ab3f46fd4c7d917fef177f5d1252,nursing,1
1011ab3f46fd4c7d917fef177f5d1252,biology,1
1021a2943ae84b9a94e888a49142dcb8,medicine,6
1021a2943ae84b9a94e888a49142dcb8,internships,1
1021a2943ae84b9a94e888a49142dcb8,biology,1
1021a2943ae84b9a94e888a49142dcb8,research,1
107644a7b6194edaa82d3325291f0536,college-major,6
107644a7b6194edaa82d3325291f0536,marketing,6
107644a7b6194edaa82d3325291f0536,psychology,6
107644a7b6194edaa82d3325291f0536,finance,6
1103a40716ce4bf5932b64d601a7d36d,college-major,5
1103a40716ce4bf5932b64d601a7d36d,design,1
1103a40716ce4bf5932b64d601a7d36d,hospital-and-health-care,1
1103a40716ce4bf5932b64d601a7d36d,college,1
1103a40716ce4bf5932b64d601a7d36d,engineer,1
1103a40716ce4bf5932b64d601a7d36d,doctor,1
1103a40716ce4bf5932b64d601a7d36d,medical,1
1103a40716ce4bf5932b64d601a7d36d,medicine,1
1128130da1164914a6e9a064726361fe,tech,1
1128130da1164914a6e9a064726361fe,college,1
1128130da1164914a6e9a064726361fe,medicine,2
1128130da1164914a6e9a064726361fe,doctor,2
113953eb806449018505b28b4459054b,college,2
113953eb806449018505b28b4459054b,higher-education,1
113953eb806449018505b28b4459054b,teaching,1
113953eb806449018505b28b4459054b,college-major,1
113953eb806449018505b28b4459054b,education,1
116e322f76aa4443a69f63dfa3db7486,college,5
116e322f76aa4443a69f63dfa3db7486,biology,5
116e322f76aa4443a69f63dfa3db7486,computer-software,5
